2014,DEPUTADO DISTRITAL,FEMININO,0,PARDA,1
2014,DEPUTADO DISTRITAL,FEMININO,<=5,BRANCA,5
2014,DEPUTADO DISTRITAL,FEMININO,<=5,PARDA,4
2014,DEPUTADO DISTRITAL,FEMININO,>5,BRANCA,137
2014,DEPUTADO DISTRITAL,FEMININO,>5,INDÍGENA,1
2014,DEPUTADO DISTRITAL,FEMININO,>5,PARDA,111
2014,DEPUTADO DISTRITAL,FEMININO,>5,PRETA,28
2014,DEPUTADO DISTRITAL,MASCULINO,<=5,BRANCA,1
2014,DEPUTADO DISTRITAL,MASCULINO,>5,BRANCA,345
2014,DEPUTADO DISTRITAL,MASCULINO,>5,INDÍGENA,1
2014,DEPUTADO DISTRITAL,MASCULINO,>5,PARDA,256
2014,DEPUTADO DISTRITAL,MASCULINO,>5,PRETA,69
2014,DEPUTADO ESTADUAL,FEMININO,0,BRANCA,27
2014,DEPUTADO ESTADUAL,FEMININO,0,PARDA,47
2014,DEPUTADO ESTADUAL,FEMININO,0,PRETA,6
2014,DEPUTADO ESTADUAL,FEMININO,<=5,AMARELA,2
2014,DEPUTADO ESTADUAL,FEMININO,<=5,BRANCA,111
2014,DEPUTADO ESTADUAL,FEMININO,<=5,INDÍGENA,2
2014,DEPUTADO ESTADUAL,FEMININO,<=5,PARDA,128
2014,DEPUTADO ESTADUAL,FEMININO,<=5,PRETA,18
2014,DEPUTADO ESTADUAL,FEMININO,>5,AMARELA,14
2014,DEPUTADO ESTADUAL,FEMININO,>5,BRANCA,2054
2014,DEPUTADO ESTADUAL,FEMININO,>5,INDÍGENA,13
2014,DEPUTADO ESTADUAL,FEMININO,>5,PARDA,1367
2014,DEPUTADO ESTADUAL,FEMININO,>5,PRETA,366
2014,DEPUTADO ESTADUAL,MASCULINO,-,PARDA,1
2014,DEPUTADO ESTADUAL,MASCULINO,0,BRANCA,7
2014,DEPUTADO ESTADUAL,MASCULINO,0,INDÍGENA,1
2014,DEPUTADO ESTADUAL,MASCULINO,0,PARDA,9
2014,DEPUTADO ESTADUAL,MASCULINO,0,PRETA,1
2014,DEPUTADO ESTADUAL,MASCULINO,<=5,BRANCA,19
2014,DEPUTADO ESTADUAL,MASCULINO,<=5,PARDA,23
2014,DEPUTADO ESTADUAL,MASCULINO,<=5,PRETA,2
2014,DEPUTADO ESTADUAL,MASCULINO,>5,AMARELA,51
2014,DEPUTADO ESTADUAL,MASCULINO,>5,BRANCA,5504
2014,DEPUTADO ESTADUAL,MASCULINO,>5,INDÍGENA,33
2014,DEPUTADO ESTADUAL,MASCULINO,>5,PARDA,3643
2014,DEPUTADO ESTADUAL,MASCULINO,>5,PRETA,861
2014,DEPUTADO FEDERAL,FEMININO,0,BRANCA,1
2014,DEPUTADO FEDERAL,FEMININO,<=5,BRANCA,2
2014,DEPUTADO FEDERAL,FEMININO,<=5,PARDA,4
2014,DEPUTADO FEDERAL,FEMININO,<=5,PRETA,1
2014,DEPUTADO FEDERAL,FEMININO,>5,AMARELA,11
2014,DEPUTADO FEDERAL,FEMININO,>5,BRANCA,959
2014,DEPUTADO FEDERAL,FEMININO,>5,INDÍGENA,9
2014,DEPUTADO FEDERAL,FEMININO,>5,PARDA,535
2014,DEPUTADO FEDERAL,FEMININO,>5,PRETA,202
2014,DEPUTADO FEDERAL,MASCULINO,0,BRANCA,3
2014,DEPUTADO FEDERAL,MASCULINO,0,PARDA,3
2014,DEPUTADO FEDERAL,MASCULINO,<=5,BRANCA,1
2014,DEPUTADO FEDERAL,MASCULINO,>5,AMARELA,21
2014,DEPUTADO FEDERAL,MASCULINO,>5,BRANCA,2525
2014,DEPUTADO FEDERAL,MASCULINO,>5,INDÍGENA,10
2014,DEPUTADO FEDERAL,MASCULINO,>5,PARDA,1230
2014,DEPUTADO FEDERAL,MASCULINO,>5,PRETA,358
2016,VEREADOR,FEMININO,-,BRANCA,20
2016,VEREADOR,FEMININO,-,PARDA,40
2016,VEREADOR,FEMININO,-,PRETA,10
2016,VEREADOR,FEMININO,0,AMARELA,63
2016,VEREADOR,FEMININO,0,BRANCA,6409
2016,VEREADOR,FEMININO,0,INDÍGENA,51
2016,VEREADOR,FEMININO,0,PARDA,7443
2016,VEREADOR,FEMININO,0,PRETA,1086
2016,VEREADOR,FEMININO,<=5,AMARELA,89
2016,VEREADOR,FEMININO,<=5,BRANCA,9049
2016,VEREADOR,FEMININO,<=5,INDÍGENA,55
2016,VEREADOR,FEMININO,<=5,PARDA,7717
2016,VEREADOR,FEMININO,<=5,PRETA,1406
2016,VEREADOR,FEMININO,>5,AMARELA,451
2016,VEREADOR,FEMININO,>5,BRANCA,60078
2016,VEREADOR,FEMININO,>5,INDÍGENA,311
2016,VEREADOR,FEMININO,>5,PARDA,38142
2016,VEREADOR,FEMININO,>5,PRETA,9638
2016,VEREADOR,MASCULINO,-,BRANCA,16
2016,VEREADOR,MASCULINO,-,PARDA,12
2016,VEREADOR,MASCULINO,-,PRETA,2
2016,VEREADOR,MASCULINO,0,AMARELA,17
2016,VEREADOR,MASCULINO,0,BRANCA,1003
2016,VEREADOR,MASCULINO,0,INDÍGENA,35
2016,VEREADOR,MASCULINO,0,PARDA,1499
2016,VEREADOR,MASCULINO,0,PRETA,279
2016,VEREADOR,MASCULINO,<=5,AMARELA,27
2016,VEREADOR,MASCULINO,<=5,BRANCA,1895
2016,VEREADOR,MASCULINO,<=5,INDÍGENA,24
2016,VEREADOR,MASCULINO,<=5,PARDA,2314
2016,VEREADOR,MASCULINO,<=5,PRETA,513
